STORE_TYPE,ZIP4,ZIP_CODE,RECORD_ID,STATE,LONGITUDE,STORE_STREET_ADDRESS,INCENTIVE_PROGRAM,Y,ADDITONAL_ADDRESS,CITY,STORE_NAME,LATITUDE,Ï»¿X,OBJECTID,GRANTEE_NAME,COUNTY
Convenience Store,3301,77042,1377689.0,TX,-95.567711,2901 WALNUT BEND LN,,3469129.17338894,,HOUSTON,Korner Stop & Go NA,29.731859,-10638548.9247987,148857,,HARRIS
Specialty Store,3903,77586,1254760.0,TX,-95.02269,313 TODVILLE RD,,3446138.05768334,,SEABROOK,L & A  Seafood Wholesale. Retail. Fishing Supplied,29.552355,-10577877.4646071,149114,,HARRIS
Convenience Store,2607,77504,1257058.0,TX,-95.207214,4363 SHAVER ST,,3457912.5793416,,PASADENA,Shaver Food Mart,29.644325,-10598418.5823262,149225,,HARRIS
Discount Retail,1204,77520,1255745.0,TX,-95.032005,7916 BAYWAY DR,,3475412.5545723,,BAYTOWN,Dollar General 16989,29.780861,-10578914.4056638,149299,,HARRIS
Pharmacy,    ,77433,1255214.0,TX,-95.769508,22125 CUMBERLAND RIDGE DR,,3505527.33801528,,CYPRESS,CVS 10906,30.015383,-10661012.8640823,149308,,HARRIS
Convenience Store,6216,77022,1308622.0,TX,-95.377975,45 E CROSSTIMBERS ST,,3481522.69957148,,HOUSTON,Murphy USA 7589,29.828489,-10617427.6098936,149506,,HARRIS
Convenience Store,5101,77072,1255636.0,TX,-95.61454,13197 BELLAIRE BLVD,,3465476.49912264,,HOUSTON,Circle K 2703310,29.703362,-10643761.9052331,149585,,HARRIS
Grocery Store,1600,77598,1255693.0,TX,-95.154999,14212 HIGHWAY 3,,3449315.87766808,Ste E,WEBSTER,Hwy 3 Halal Grocers,29.577185,-10592606.0351145,149596,,HARRIS
Convenience Store,4413,77502,1398497.0,TX,-95.218819,807 QUEENS RD,,3461928.51299187,,PASADENA,Queens Corner Store,29.675674,-10599710.4450169,149745,,HARRIS
Convenience Store,4422,77587,1631853.0,TX,-95.208672,3400 S SHAVER ST,,3459719.33203317,Ste A,SOUTH HOUSTON,L & J Market,29.65843,-10598580.8861438,149762,,HARRIS
Other,4212,77072,1398570.0,TX,-95.578056,11328 BEECHNUT ST,,3463553.22784409,,HOUSTON,Motherland African Food Market & Halal Meat,29.688354,-10639700.524931,149793,,HARRIS
Convenience Store,7203,77027,1398688.0,TX,-95.451485,3811 NEWCASTLE DR,,3468538.46116643,,HOUSTON,Korner Food Mart #3,29.727251,-10625610.7056618,149830,,HARRIS
Supermarket,2010,77035,1360849.0,TX,-95.508545,11338 FONDREN RD,,3459324.27138878,,HOUSTON,Bonito Michoacan Inc 1,29.655346,-10631962.5958065,150008,,HARRIS
Convenience Store,1436,77093,1399817.0,TX,-95.330177,4302 MOUNT HOUSTON RD,,3489466.59737994,,HOUSTON,US Super Mart #3,29.890377,-10612106.7608726,150095,,HARRIS
Convenience Store,3701,77082,1360824.0,TX,-95.667068,16116 WESTPARK DR,,3466531.54981686,,HOUSTON,Vineyard Market,29.711594,-10649609.2954455,150114,,HARRIS
Convenience Store,2000,77074,1398941.0,TX,-95.518211,7324 SOUTHWEST FWY,,3465272.85558744,Ste 150,HOUSTON,Arena Mart,29.701773,-10633038.6100045,150220,,HARRIS
Discount Retail,4602,77048,1399330.0,TX,-95.342377,4712 ALMEDA GENOA RD,,3454856.98297174,,HOUSTON,Dollar General 20738,29.620466,-10613464.8586603,150281,,HARRIS
Discount Retail,3604,77047,1399331.0,TX,-95.377098,3050 ALMEDA GENOA RD,,3454129.91422922,,HOUSTON,Dollar General 20582,29.614788,-10617329.9827002,150288,,HARRIS
Convenience Store,2900,77571,1361757.0,TX,-95.084969,9803 W FAIRMONT PKWY,,3458857.87458444,,LA PORTE,Kbk Food Mart,29.651705,-10584810.3311742,150368,,HARRIS
Convenience Store,1942,77076,1361271.0,TX,-95.364952,11419 W HARDY RD,,3486538.40614609,,HOUSTON,Hardy Food Mart,29.867569,-10615977.896165,150480,,HARRIS
Convenience Store,2288,77598,1362404.0,TX,-95.144043,497 EL DORADO BLVD,,3447135.85765811,,WEBSTER,Teloloapan Meat Market 7 7,29.560152,-10591386.4187733,150526,,HARRIS
Discount Retail,4109,77086,1350941.0,TX,-95.465851,11740 TOMBALL PKWY,,3490903.4637143,,HOUSTON,Family Dollar 12229,29.901567,-10627209.9214665,150754,,HARRIS
Convenience Store,6302,77002,1361966.0,TX,-95.365555,1101 MAIN ST,,3472226.11348109,,HOUSTON,Main Food Store,29.756014,-10616045.0218179,150776,,HARRIS
Convenience Store,3702,77043,1326342.0,TX,-95.576965,1621 UPLAND DR,,3477429.44799368,Ste A,HOUSTON,Upland Mart,29.796585,-10639579.0753665,150818,,HARRIS
Convenience Store,5801,77090,1574619.0,TX,-95.426369,121 RICHEY RD,,3503231.32368597,,HOUSTON,QuikTrip 7941,29.997522,-10622814.805331,150910,,HARRIS
Convenience Store,2028,77502,1399493.0,TX,-95.209564,1700 SHAVER ST,,3463351.4086605,,PASADENA,Checkpoint 13,29.686779,-10598680.1831296,150970,,HARRIS
Grocery Store,1919,77031,1351790.0,TX,-95.567261,11821 WILCREST DR,,3458711.20838184,,HOUSTON,Acacia Food Mart,29.65056,-10638498.8310279,151097,,HARRIS
Grocery Store,6321,77084,1351243.0,TX,-95.675652,17550 W LITTLE YORK RD,,3486268.31911471,,HOUSTON,Ruben Foods,29.865465,-10650564.8619544,151111,,HARRIS
Convenience Store,2901,77088,1351269.0,TX,-95.464096,5251 W GULF BANK RD,,3488497.09266728,,HOUSTON,Time Express 3,29.882826,-10627014.5557602,151129,,HARRIS
Discount Retail,    ,77086,1351352.0,TX,-95.465843,11740 TOMBALL PKWY,,3490903.7205413,St. D,HOUSTON,Dollar Tree 7517,29.901569,-10627209.0309106,151160,,HARRIS
Convenience Store,5136,77429,1426709.0,TX,-95.614578,12607 LOUETTA RD,,3503018.59595253,,CYPRESS,Louetta Food Mart,29.995867,-10643766.1353737,151219,,HARRIS
Grocery Store,6218,77070,1426921.0,TX,-95.5606,9111 FM 1960 RD W,,3497026.52909168,Ste B,HOUSTON,Hi-lo African Caribbean Food Market,29.949238,-10637757.3318997,151320,,HARRIS
Farmers and Markets,3108,77021,1599289.0,TX,-95.329979,5400 BEEKMAN RD,,3465033.46000689,,HOUSTON,Palm Center Farmers Market,29.699905,-10612084.7196135,151326,,HARRIS
Super Store,    ,77095,1374747.0,TX,-95.645149,6160 HIGHWAY 6 N,,3486758.9472143,,HOUSTON,El Rancho 1641,29.869287,-10647169.2835268,151327,,HARRIS
Convenience Store,5418,77090,1373914.0,TX,-95.434624,15710 ELLA BLVD,,3503004.07146927,,HOUSTON,Time Maxx 7,29.995754,-10623733.7477275,151370,,HARRIS
Specialty Store,3842,77067,1426632.0,TX,-95.46347,11078 VETERANS MEMORIAL DR,,3496122.35396544,Ste 263,HOUSTON,Dong Hung Meat Market,29.9422,-10626944.8697589,151460,,HARRIS
Convenience Store,4662,77048,1624524.0,TX,-95.341904,4720 ALMEDA GENOA RD,,3454860.4404236,Ste 106,HOUSTON,Almeda Food Store,29.620493,-10613412.2045412,151501,,HARRIS
Grocery Store,5972,77057,1378927.0,TX,-95.501053,3511 HILLCROFT ST,,3468571.02142012,,HOUSTON,Mecca Halal Meat & Supermarket,29.727505,-10631128.5901814,151558,,HARRIS
Supermarket,5938,77007,1379038.0,TX,-95.396957,3663 WASHINGTON AVE,,3473949.4661344,,HOUSTON,HEB Food Store 744,29.769453,-10619540.6764678,151644,,HARRIS
Convenience Store,1021,77338,1374070.0,TX,-95.381035,21505 ALDINE WESTFIELD RD,,3507101.40271655,,HUMBLE,Roadster 9,30.027626,-10617768.2475354,151699,,HARRIS
Super Store,3800,77067,1352147.0,TX,-95.466583,11303 VETERANS MEMORIAL DR,,3496616.31497051,,HOUSTON,El Rancho 1636,29.946045,-10627291.4073338,151771,,HARRIS
Convenience Store,5420,77096,1373830.0,TX,-95.508659,10600 FONDREN RD,,3460746.62324988,,HOUSTON,Polar Express,29.666449,-10631975.2862284,151777,,HARRIS
Supermarket,3366,77063,1379810.0,TX,-95.533966,9525 WESTHEIMER RD,,3469813.11563857,,HOUSTON,ALDI 78032,29.737194,-10634792.4485819,152125,,HARRIS
Supermarket,6417,77018,1379812.0,TX,-95.410469,3938 N SHEPHERD DR,,3480765.50866377,,HOUSTON,ALDI 78077,29.822588,-10621044.8254274,152139,,HARRIS
Convenience Store,5906,77087,1379145.0,TX,-95.303864,7060 BELLFORT ST,,3461175.42209706,,HOUSTON,A2z Food Store,29.669796,-10609177.6111114,152223,,HARRIS
Convenience Store,5548,77449,1379192.0,TX,-95.710861,19550 CLAY RD,,3481876.8662328,,KATY,Sal's Mart,29.831249,-10654484.3099058,152250,,HARRIS
Supermarket,3929,77084,1379369.0,TX,-95.686668,3700 BARKER CYPRESS RD,,3481039.07256405,,HOUSTON,La Michoacana Supermarket 20,29.82472,-10651791.157465,152320,,HARRIS
Convenience Store,6504,77047,1257391.0,TX,-95.375336,3331 S SAM HOUSTON PKWY E,,3452007.71725236,,HOUSTON,Circle K 1912,29.598213,-10617133.8377574,152390,,HARRIS
Convenience Store,5615,77050,1257483.0,TX,-95.288109,6835 MOUNT HOUSTON RD,,3489595.12550144,,HOUSTON,Star Food & Grocery,29.891378,-10607423.7725339,152402,,HARRIS
Discount Retail,2613,77502,1257703.0,TX,-95.193092,2017 STRAWBERRY RD,,3462828.87184404,,PASADENA,Family Dollar 11690,29.682701,-10596846.5284772,152439,,HARRIS
Convenience Store,2607,77043,1257773.0,TX,-95.554848,2145 SHADOWDALE DR,,3479292.31596879,,HOUSTON,Happy Food Mart,29.811106,-10637117.0221887,152443,,HARRIS
Discount Retail,    ,77068,1311017.0,TX,-95.496956,4425 FM 1960,,3502088.93383032,Ste A,HOUSTON,Dollar Tree 2215,29.988634,-10630672.5142277,152675,,HARRIS
Discount Retail,2009,77033,1311161.0,TX,-95.336395,7545 MARTIN LUTHER KING BLVD,,3461595.7792458,,HOUSTON,Family Dollar 12010,29.673077,-10612798.9454664,152721,,HARRIS
Discount Retail,3024,77078,1311162.0,TX,-95.262314,9630 MESA DR,,3484456.4185824,,HOUSTON,Family Dollar 11990,29.851349,-10604552.2862689,152722,,HARRIS
Convenience Store,3785,77029,1310603.0,TX,-95.28479,8003 FILLMORE ST,,3472535.52795837,Ste A,HOUSTON,Vegas Mini Mart,29.758427,-10607054.303144,152838,,HARRIS
Convenience Store,6217,77449,1310265.0,TX,-95.720612,3051 FRY RD,,3479543.78088656,,KATY,Fuel Depot 31,29.813066,-10655569.7862605,152864,,HARRIS
Discount Retail,3544,77396,1310294.0,TX,-95.242363,1703 ATASCOCITA RD,,3498934.52547688,,HUMBLE,DOLLAR GENERAL 18431,29.964088,-10602331.3511081,152879,,HARRIS
Discount Retail,    ,77044,1259917.0,TX,-95.22731,12020 RALSTON RD,,3489903.03328426,,HOUSTON,Dollar General 17135,29.893776,-10600655.6588132,153023,,HARRIS
Discount Retail,    ,77048,1260249.0,TX,-95.34079,12375 MARTIN LUTHER KING JR BLVD,,3452198.73270331,,HOUSTON,Family Dollar 11649,29.599705,-10613288.1946284,153087,,HARRIS
Grocery Store,5400,77083,1258416.0,TX,-95.651276,15036 BEECHNUT ST,,3463726.60265885,,HOUSTON,La Dispensa,29.689707,-10647851.3380469,153233,,HARRIS
Supermarket,1602,77036,1458501.0,TX,-95.540344,5708 S GESSNER RD,,3467463.24995336,,HOUSTON,Sun Wing Supermarket,29.718863,-10635502.4442942,153347,,HARRIS
Convenience Store,2103,77014,1458617.0,TX,-95.486641,12675 VETERANS MEMORIAL DR,,3499985.52281144,,HOUSTON,Revolution #3,29.972267,-10629524.2536801,153384,,HARRIS
Convenience Store,5324,77035,1400039.0,TX,-95.49334,12540 HILLCROFT ST,,3457314.05627303,,HOUSTON,Swift Stop,29.639652,-10630269.9829489,153466,,HARRIS
Convenience Store,4600,77054,1400044.0,TX,-95.393478,8550 ALMEDA RD,,3462653.71527677,,HOUSTON,Almeda Express,29.681334,-10619153.3959593,153471,,HARRIS
Convenience Store,3219,77389,1258792.0,TX,-95.505936,24834 GOSLING RD,,3519688.9600213,,SPRING,Circle K 1907,30.125477,-10631672.163255,153508,,HARRIS
Supermarket,2205,77021,1258810.0,TX,-95.363556,3618 OLD SPANISH TRL,,3465298.99969994,,HOUSTON,ALDI 78018 78018,29.701977,-10615822.4941558,153524,,HARRIS
Convenience Store,    ,77338,1626723.0,TX,-95.258888,1432 FM 1960 E,,3504182.92204342,,HUMBLE,Shop N Go 7,30.004925,-10604170.9056935,153591,,HARRIS
Convenience Store,4428,77028,1458015.0,TX,-95.284096,6402 N WAYSIDE DR,,3480554.82224538,,HOUSTON,Friendly Store 8,29.820946,-10606977.0474174,153853,,HARRIS
Convenience Store,4007,77503,1458090.0,TX,-95.155167,2449 E SAM HOUSTON PKWY S,,3462026.27197916,,PASADENA,Beltway Express,29.676437,-10592624.7367889,153877,,HARRIS
Convenience Store,4602,77004,1458155.0,TX,-95.361053,3130 ALABAMA ST,,3468410.40018085,,HOUSTON,Alabama Food Mart,29.726252,-10615543.8614704,153898,,HARRIS
Convenience Store,4133,77028,1400336.0,TX,-95.318916,6729 LOCKWOOD DR,,3480682.49112957,,HOUSTON,Sun Food Mart,29.821941,-10610853.1920868,153909,,HARRIS
Convenience Store,3203,77091,1625469.0,TX,-95.406738,470 W PARKER RD,,3485455.26829367,,HOUSTON,Parker Food Mart,29.859131,-10620629.4924073,153914,,HARRIS
Discount Retail,    ,77449,1363392.0,TX,-95.723885,6871 N FRY RD,,3488091.51712789,,CYPRESS,Family Dollar 12283,29.879667,-10655934.1349539,154028,,HARRIS
Convenience Store,3809,77074,1384717.0,TX,-95.528404,9331 S GESSNER RD,,3462526.3534748,,HOUSTON,Save N Go Market #3,29.68034,-10634173.2895741,154034,,HARRIS
Convenience Store,1422,77086,1363091.0,TX,-95.482552,3551 N SAM HOUSTON PKWY W,,3495466.16689947,,HOUSTON,Chevron Food Mart,29.937092,-10629069.0682823,154079,,HARRIS
Pharmacy,3604,77038,1384412.0,TX,-95.429977,1802 W MOUNT HOUSTON RD,,3490491.5198532,,HOUSTON,CVS Pharmacy 11278,29.898359,-10623216.4460538,154144,,HARRIS
Convenience Store,3340,77587,1362835.0,TX,-95.240631,406 S RICHEY ST,,3461226.0282206,,SOUTH HOUSTON,Gas Mart,29.670191,-10602138.5457501,154424,,HARRIS
Discount Retail,4745,77521,1384258.0,TX,-94.941307,2203 MASSEY TOMPKINS RD,,3473450.22277611,,BAYTOWN,Dollar General 20107,29.76556,-10568817.9504879,154487,,HARRIS
Grocery Store,3416,77038,1372122.0,TX,-95.450356,11503 MOONGLOW DR,,3490457.23459977,,HOUSTON,La Esperanza Meat Market 5,29.898092,-10625485.0259567,154586,,HARRIS
Convenience Store,2007,77028,1260666.0,TX,-95.262222,8620 MESA DR,,3483042.22059716,,HOUSTON,Mesa Food Mart 1,29.84033,-10604542.0448758,154628,,HARRIS
Super Store,6240,77449,1363847.0,TX,-95.718903,3050 FRY RD,,3479608.70069136,,KATY,El Rancho 1639,29.813572,-10655379.5412507,154653,,HARRIS
Convenience Store,3224,77064,1570996.0,TX,-95.542786,8635 FALLBROOK DR,,3494127.94773142,,HOUSTON,Swift Fallbrook,29.926674,-10635774.2864907,154743,,HARRIS
Convenience Store,5500,77040,1363596.0,TX,-95.515823,8102 W TIDWELL RD,,3484412.78004648,,HOUSTON,M & G Market,29.851009,-10632772.7790604,154772,,HARRIS
Discount Retail,5208,77035,1311898.0,TX,-95.5084,12620 FONDREN RD,,3457490.03684739,,HOUSTON,Family Dollar 11983,29.641026,-10631946.4544803,154809,,HARRIS
Discount Retail,    ,77433,1364146.0,TX,-95.705162,19130 FM 529 RD,,3488116.0387408,,CYPRESS,Dollar General 20090,29.879858,-10653849.9001278,154926,,HARRIS
Super Store,1912,77449,1260749.0,TX,-95.775002,2700 W GRAND PKWY N,,3478071.24160895,,KATY,Kroger 122,29.801588,-10661624.4533648,155006,,HARRIS
Convenience Store,3967,77346,1385583.0,TX,-95.167313,17950 W LAKE HOUSTON PKWY,,3500796.79926215,,HUMBLE,24 Seven 8,29.97858,-10593976.8233241,155188,,HARRIS
Convenience Store,1129,77076,1385600.0,TX,-95.372643,620 LITTLE YORK RD,,3486834.43012863,,HOUSTON,My Stop #2,29.869875,-10616834.0543687,155192,,HARRIS
Convenience Store,4512,77084,1385615.0,TX,-95.688507,1635 BARKER CYPRESS RD,,3476923.27082903,,HOUSTON,Park View Chevron,29.792639,-10651995.8740086,155199,,HARRIS
Grocery Store,3840,77029,1263274.0,TX,-95.283623,2102 MCCARTY ST,,3472153.92211586,,HOUSTON,Supermercado El Rey LLC,29.755451,-10606924.3932982,155210,,HARRIS
Supermarket,1402,77089,1263379.0,TX,-95.228745,10590 FUQUA ST,,3453679.83848266,,HOUSTON,Lmmm Houston no. 73 Ltd.,29.611273,-10600815.4022825,155220,,HARRIS
Convenience Store,3229,77028,1263442.0,TX,-95.284271,7590 N WAYSIDE DR,,3481825.79377004,,HOUSTON,Nancy Food Mart,29.830851,-10606996.5283283,155229,,HARRIS
Super Store,2123,77034,1386256.0,TX,-95.220673,402 EDGEBROOK DR,,3458159.39974752,,HOUSTON,Sellers Bros. 14,29.646252,-10599916.8313528,155233,,HARRIS
Convenience Store,1024,77043,1263565.0,TX,-95.57,4295 BRITTMOORE RD,,3481914.07996444,,HOUSTON,Corner Store 274934,29.831539,-10638803.7351132,155261,,HARRIS
Convenience Store,2245,77007,1263566.0,TX,-95.409569,1816 SHEPHERD DR,,3474881.44753777,,HOUSTON,Corner Store 2742318,29.77672,-10620944.6378857,155262,,HARRIS
Supermarket,    ,77064,1263684.0,TX,-95.57576,10161 W GRAND PKWY S,,3493230.01415191,,HOUSTON,HEB Food Store 724,29.919683,-10639444.9353801,155280,,HARRIS
Convenience Store,5713,77084,1386098.0,TX,-95.668671,17702 KIETH HARROW BLVD,,3484188.55732456,,HOUSTON,Best Handi Stop 25,29.849262,-10649787.7405892,155383,,HARRIS
Grocery Store,3700,77068,1386120.0,TX,-95.465919,2372 FM 1960 RD W,,3504327.79539821,,HOUSTON,Los Comales Meat Market,30.006052,-10627217.4911919,155392,,HARRIS
Super Store,3299,77012,1386148.0,TX,-95.2799,8011 ELVERA ST,,3466175.11448924,,HOUSTON,Sellers Bros Inc.,29.708813,-10606509.950834,155398,,HARRIS
Super Store,2337,77029,1386238.0,TX,-95.236633,10901 MARKET ST,,3473723.24608757,,HOUSTON,Sellers Bros. 10 10,29.767689,-10601693.4904259,155435,,HARRIS
Super Store,5401,77023,1386252.0,TX,-95.312775,3337 TELEPHONE RD,,3466552.05700407,,HOUSTON,Sellers Bros. 11,29.711754,-10610169.5790939,155436,,HARRIS
Grocery Store,1103,77504,1385649.0,TX,-95.195145,3201 SPENCER HWY,,3460563.295919,,PASADENA,La Michoacana Supermarket 76,29.665018,-10597075.0673918,155513,,HARRIS
Convenience Store,4438,77049,1385794.0,TX,-95.182793,14760 WALLISVILLE RD,,3478611.33266237,,HOUSTON,Corner Market Wallisville,29.805798,-10595700.0490416,155555,,HARRIS
Super Store,3223,77093,1386262.0,TX,-95.362793,1523 LITTLE YORK RD,,3486969.60727577,,HOUSTON,Sellers Bros. 16,29.870928,-10615737.5573844,155605,,HARRIS
Super Store,2406,77081,1386267.0,TX,-95.484909,5900 RENWICK DR,,3467333.14882573,,HOUSTON,Sellers Bros. 17,29.717848,-10629331.4483221,155606,,HARRIS
Super Store,3531,77011,1386284.0,TX,-95.307404,601 N CESAR CHAVEZ BLVD,,3470354.78269007,,HOUSTON,Sellers Bros. 20,29.741419,-10609571.6821088,155610,,HARRIS
Super Store,5447,77080,1386286.0,TX,-95.525673,9494 HAMMERLY BLVD,,3479221.7527193,,HOUSTON,Sellers Bros. 21,29.810556,-10633869.2760448,155611,,HARRIS
Super Store,5005,77502,1386287.0,TX,-95.192909,2311 STRAWBERRY RD,,3461959.64716288,,PASADENA,Sellers Bros. 22,29.675917,-10596826.1570104,155612,,HARRIS
Super Store,4804,77015,1386288.0,TX,-95.21624,1050 FEDERAL RD,,3474312.91416584,,HOUSTON,Sellers Bros. 24,29.772287,-10599423.3520501,155613,,HARRIS
Supermarket,    ,77004,1386320.0,TX,-95.369499,6055 SOUTH FREEWAY,,3469604.2754312,,HOUSTON,HEB Food Store 756,29.735565,-10616484.0658896,155634,,HARRIS
Grocery Store,3566,77060,1263204.0,TX,-95.397858,16272 IMPERIAL VALLEY DR,,3495406.56191273,Ste G,HOUSTON,Guerrerense Meat Market #4,29.936628,-10619640.975329,155798,,HARRIS
Specialty Store,3467,77338,1385004.0,TX,-95.315063,7231 FM 1960 RD W,,3504355.69045671,Ste C,HUMBLE,The Shrimp Net,30.006269,-10610424.2780888,155816,,HARRIS
Supermarket,3871,77571,1261885.0,TX,-95.097939,9002 SPENCER HWY,,3460445.3067521,,LA PORTE,ALDI 78064 78064,29.664097,-10586254.1449698,155980,,HARRIS
Convenience Store,3252,77015,1261897.0,TX,-95.203171,12557 WOODFOREST BLVD,,3476764.212689,,HOUSTON,Stripes 40984H,29.791399,-10597968.517625,155982,,HARRIS
Supermarket,2621,77345,1262025.0,TX,-95.183975,4517 KINGWOOD DR,,3510009.49170677,,HOUSTON,HEB Food Store 720,30.050241,-10595831.6286797,155996,,HARRIS
Convenience Store,2142,77493,1265960.0,TX,-95.801735,1950 KATY FORT BEND RD,,3477907.55104192,,KATY,Circle K 2703317,29.800312,-10664600.3573121,156107,,HARRIS
Convenience Store,1601,77060,1387154.0,TX,-95.392754,909 GREENS RD,,3497225.66690906,,HOUSTON,Citgo Handi Plus 57,29.950788,-10619072.800648,156136,,HARRIS
Convenience Store,3441,77033,1386810.0,TX,-95.345108,7302 HURTGEN FOREST RD,,3462426.66875784,,HOUSTON,5 Star Food Store,29.679562,-10613768.8721897,156370,,HARRIS
Convenience Store,3160,77015,1386934.0,TX,-95.164207,14525 WOODFOREST BLVD,,3476701.35961241,,HOUSTON,Oscar Food Corp,29.790909,-10593631.0649857,156391,,HARRIS
Convenience Store,5898,77450,1387244.0,TX,-95.740013,21206 KINGSLAND BLVD,,3474834.76349724,,KATY,Kingsland Food Mart,29.776356,-10657729.4957014,156498,,HARRIS
Convenience Store,4604,77070,1387265.0,TX,-95.58503,12722 JONES RD,,3498204.69926049,Ste 300,HOUSTON,Motion Market,29.958408,-10640476.8670598,156502,,HARRIS
Convenience Store,    ,77449,1387945.0,TX,-95.719124,19906A KIETH HARROW BLVD,,3483753.85621712,,HOUSTON,Handi Stop 125,29.845875,-10655404.1428582,156589,,HARRIS
Convenience Store,2213,77015,1388041.0,TX,-95.185715,350 UVALDE RD,,3477217.79013675,,HOUSTON,Swift Uvalde,29.794935,-10596025.3245937,156627,,HARRIS
Discount Retail,2665,77021,1459766.0,TX,-95.359962,6102 SCOTT ST,,3465200.70323874,,HOUSTON,Dollar Tree 8545,29.70121,-10615422.4119059,156659,,HARRIS
Super Store,7215,77017,1266798.0,TX,-95.23156,2877 S RICHEY ST,,3462087.64398981,,HOUSTON,Fiesta Mart 201,29.676916,-10601128.7666491,156685,,HARRIS
Grocery Store,5856,77338,1267412.0,TX,-95.248177,8950 WILL CLAYTON PKWY,,3500865.93941458,Ste D,HUMBLE,Grocery Services Inc 35,29.979118,-10602978.5626276,156770,,HARRIS
Convenience Store,3567,77015,1264275.0,TX,-95.204811,754 NORMANDY ST,,3475751.16120167,,HOUSTON,Normandy Food Mart,29.783501,-10598151.0815899,156886,,HARRIS
Convenience Store,5038,77338,1264281.0,TX,-95.249725,607 WILSON RD,,3502308.07247075,,HUMBLE,All Season Food Store,29.990339,-10603150.8851993,156887,,HARRIS
Grocery Store,3101,77081,1264297.0,TX,-95.494736,6409 HILLCROFT ST,,3466725.08769737,A,HOUSTON,Afghan Halal Market,29.713104,-10630425.3849581,156889,,HARRIS
Other,    ,77449,1266191.0,TX,-95.720474,6845 FRY RD,,3478071.7547488,Suite 100,HOUSTON,Lmmm Houston 70 Ltd. 70,29.801592,-10655554.4241708,156936,,HARRIS
Discount Retail,4719,77401,1266280.0,TX,-95.484406,5867 BISSONNET ST,,3464937.47234409,,BELLAIRE,Dollar Tree 7066,29.699156,-10629275.4546182,156950,,HARRIS
Discount Retail,6551,77379,1266281.0,TX,-95.554214,9440 LOUETTA RD,,3504099.49527698,Ste 1,SPRING,Dollar Tree 7075,30.004276,-10637046.4456315,156951,,HARRIS
Farmers and Markets,3735,77051,1266373.0,TX,-95.368332,10401 SCOTT ST,,3458189.88438077,,HOUSTON,Recipe For Success' Hope Farms,29.64649,-10616354.1560439,156970,Sustainable Food Center Inc.,HARRIS
Other,2516,77072,1460703.0,TX,-95.576584,11210 BELLAIRE BLVD,,3465633.87971938,Ste 119,HOUSTON,Bellaire Fresh Food And Snacks,29.70459,-10639536.6626405,157003,,HARRIS
Convenience Store,3833,77063,1583412.0,TX,-95.534897,9545 RICHMOND AVE,,3468673.4457477,,HOUSTON,4 Star Food Mart,29.728304,-10634896.0870278,157110,,HARRIS
Convenience Store,    ,77484,1428353.0,TX,-95.920296,40203 HIGHWAY 290 BUSINESS,,3510626.04299602,,WALLER,Waller Travel Plaza,30.055035,-10677798.5074601,157188,,HARRIS
