STORE_TYPE,ZIP4,ZIP_CODE,RECORD_ID,STATE,LONGITUDE,STORE_STREET_ADDRESS,INCENTIVE_PROGRAM,Y,ADDITONAL_ADDRESS,CITY,STORE_NAME,LATITUDE,Ï»¿X,OBJECTID,GRANTEE_NAME,COUNTY
Convenience Store,1821,77598,1167399.0,TX,-95.145752,15164 HIGHWAY 3,,3448038.12862851,,WEBSTER,Express Lane Food,29.567202,-10591576.6637831,218845,,HARRIS
Convenience Store,5923,77074,1249218.0,TX,-95.509125,8203 FONDREN RD,,3463742.49226344,,HOUSTON,Amigo Market 01,29.689831,-10632027.1611111,218936,,HARRIS
Convenience Store,4518,77069,1133140.0,TX,-95.504585,4950 FM 1960 RD W,,3501556.97597686,Ste B1,HOUSTON,Click Food Mart,29.984495,-10631521.7706229,219048,,HARRIS
Convenience Store,6002,77063,1167591.0,TX,-95.513474,8265 RICHMOND AVE,,3468788.3055383,,HOUSTON,Nancy Qs Super Mart,29.7292,-10632511.2895766,219105,,HARRIS
Supermarket,9299,77093,1081524.0,TX,-95.342522,6916 JENSEN DR,,3480682.49112957,,HOUSTON,Jensen Supermarket,29.821941,-10613480.9999865,219157,,HARRIS
Convenience Store,7416,77004,1585955.0,TX,-95.375648,2329 SOUTHMORE BLVD,,3467826.00191741,,HOUSTON,Stop N Bye #5,29.721693,-10617168.5694385,219171,,HARRIS
Convenience Store,2010,77035,990184.0,TX,-95.508522,11302 FONDREN RD,,3459383.58095306,,HOUSTON,Star Stop 21,29.655809,-10631960.0354582,219270,,HARRIS
Convenience Store,4134,77011,1300017.0,TX,-95.325195,5001 HARRISBURG BLVD,,3470536.45459609,,HOUSTON,Fuel Depot 36,29.742836,-10611552.1671695,219581,,HARRIS
Convenience Store,2308,77055,1157036.0,TX,-95.495842,8401 LONG POINT RD,,3478219.28330849,,HOUSTON,Sunny's Citgo,29.802742,-10630548.5043149,219602,,HARRIS
Supermarket,2501,77346,1266008.0,TX,-95.194122,5319 FM 1960 RD E,,3503400.73719171,,HUMBLE,La Michoacana Meat Market 74,29.99884,-10596961.1875528,219612,,HARRIS
Convenience Store,7204,77081,1137501.0,TX,-95.493126,7802 HILLCROFT ST,,3464342.08288244,,HOUSTON,Sunny's Conoco,29.69451,-10630246.1605779,219646,,HARRIS
Super Store,2215,77018,1112296.0,TX,-95.411469,4801 N SHEPHERD DR,,3482384.00886275,,HOUSTON,B And W Meat Company,29.835201,-10621156.1449182,219758,,HARRIS
Convenience Store,2518,77088,1576982.0,TX,-95.480209,8795 ANTOINE DR,,3489824.83581861,Ste 101,HOUSTON,Lucky Stop & Save,29.893167,-10628808.2467153,219779,,HARRIS
Convenience Store,1504,77088,1585487.0,TX,-95.493835,10206 N HOUSTON ROSSLYN RD,,3489387.76058944,,HOUSTON,Home Run Food Mart,29.889763,-10630325.0860969,219970,,HARRIS
Convenience Store,3002,77061,978131.0,TX,-95.277557,8800 1/2 BROADWAY ST.,,3459905.97806018,,HOUSTON,Airport Food Center,29.659887,-10606249.1292671,219978,,HARRIS
Convenience Store,6509,77047,1305624.0,TX,-95.378746,2944 S SAM HOUSTON PKWY E,,3451789.69167529,,HOUSTON,Singh Mart #2,29.59651,-10617513.437221,219984,,HARRIS
Convenience Store,6606,77081,1193093.0,TX,-95.476166,7139 CHIMNEY ROCK RD,,3465407.80591494,,HOUSTON,Sunny 7,29.702826,-10628358.1820141,220074,,HARRIS
Grocery Store,5633,77063,1653757.0,TX,-95.519905,8800 RICHMOND AVE,,3468790.10023067,,HOUSTON,Dukkan International Market,29.729214,-10633227.1852219,220223,,HARRIS
Convenience Store,7859,77036,1648029.0,TX,-95.556358,10109 BISSONNET ST,,3461732.86912067,Ste A,HOUSTON,Raceone #2,29.674147,-10637285.1146198,220228,,HARRIS
Farmers and Markets,2717,77546,1574450.0,TX,-95.152802,18650 GULF FWY,,3445680.83840159,,FRIENDSWOOD,Bay Area Farmers Market NAFMNP,29.548782,-10592361.4661932,220421,,HARRIS
Convenience Store,1828,77084,1016688.0,TX,-95.644753,5502 HIGHWAY 6 N,,3485200.35013385,,HOUSTON,Courtesy Mart,29.857145,-10647125.2010084,220519,,HARRIS
Grocery Store,2256,77011,1283062.0,TX,-95.321678,5202 CANAL ST,,3470988.4018438,,HOUSTON,Flemingo Supermarket,29.746361,-10611160.6565204,220550,,HARRIS
Convenience Store,7112,77080,1151325.0,TX,-95.540291,1621 WITTE RD,,3478122.94055259,,HOUSTON,Metro Food Mart,29.801991,-10635496.5443612,220587,,HARRIS
Convenience Store,3268,77502,1045373.0,TX,-95.173035,2740 PASADENA BLVD,,3462756.34879206,,PASADENA,Speed Fuel,29.682135,-10594613.7934504,220683,,HARRIS
Convenience Store,6602,77080,815122.0,TX,-95.501198,8606 HAMMERLY BLVD,,3479275.89394153,,HOUSTON,Stop Then Buy Food Store,29.810978,-10631144.7315076,220774,,HARRIS
Convenience Store,2410,77502,1290753.0,TX,-95.199684,1702 PASADENA BLVD,,3463369.47615375,,PASADENA,Ms Food Mart,29.68692,-10597580.3465606,220819,,HARRIS
Convenience Store,1301,77014,1242914.0,TX,-95.479195,14039 WALTERS RD,,3501889.59162611,,HOUSTON,Walter Corner Store,29.987083,-10628695.3687517,220820,,HARRIS
Convenience Store,6204,77089,1195306.0,TX,-95.196236,12931 NYACK DR,,3451571.92582138,,HOUSTON,Stop N Save,29.594809,-10597196.5169563,220851,,HARRIS
Convenience Store,2610,77036,1301664.0,TX,-95.539078,6004 S GESSNER RD,,3466888.8922309,,HOUSTON,Tortilleria San Luis,29.714382,-10635361.5138188,220874,,HARRIS
Specialty Store,6627,77027,867194.0,TX,-95.456299,4722 RICHMOND AVE,,3469252.24185034,,HOUSTON,Hebert's Specialty Meats 1,29.732819,-10626146.5976905,220918,,HARRIS
Convenience Store,9491,77083,980523.0,TX,-95.681725,17130 BEECHNUT ST,,3463475.57513624,,HOUSTON,Food Mart,29.687748,-10651240.905222,220927,,HARRIS
Convenience Store,1521,77091,1075651.0,TX,-95.459221,3400 W LITTLE YORK RD,,3486011.972766,,HOUSTON,Fass Stop,29.863468,-10626471.8732426,221108,,HARRIS
Convenience Store,3307,77506,1240960.0,TX,-95.21981,605 RICHEY ST,,3465281.82660046,Apt 108,PASADENA,Royal Food Store,29.701843,-10599820.7626323,221169,,HARRIS
Grocery Store,4508,77018,1285972.0,TX,-95.410599,4420 N SHEPHERD DR,,3481630.23174824,,HOUSTON,La Carniceria Meat Market,29.829327,-10621059.2969612,221264,,HARRIS
Convenience Store,5430,77017,1086744.0,TX,-95.245461,8901 HOWARD DR,,3463377.80514853,,HOUSTON,On The Go Mart,29.686985,-10602676.2188906,221266,,HARRIS
Specialty Store,3924,77586,1196488.0,TX,-95.020828,415 WATERFRONT DR,,3445920.51500725,,SEABROOK,Rose's Seafood Inc.,29.550655,-10577670.1877152,221471,,HARRIS
Convenience Store,    ,77396,1574329.0,TX,-95.28363,17010 HIGHWAY 59  N.,,3499174.04091671,,HUMBLE,7-Eleven 42255H,29.965952,-10606925.1725347,221622,,HARRIS
Convenience Store,5348,77375,1272772.0,TX,-95.540154,23106 KUYKENDAHL RD,,3516296.26804609,,TOMBALL,Jet Quik Stop,30.099113,-10635481.2935909,222034,,HARRIS
Grocery Store,3370,77338,1529560.0,TX,-95.376816,3224 FM 1960 RD W,,3506072.18951655,,HUMBLE,Dulcerias Pinkis 2,30.019621,-10617298.5906037,222083,,HARRIS
Convenience Store,    ,77377,1529892.0,TX,-95.652702,15215 FM 2920 RD,,3514282.36576485,,TOMBALL,2920 On The Go,30.08346,-10648010.0796407,222104,,HARRIS
Convenience Store,4012,77079,982834.0,TX,-95.644478,802 HIGHWAY 6 S,,3474649.82454282,,HOUSTON,Express Fuel #6,29.774914,-10647094.5881485,222242,,HARRIS
Convenience Store,2289,77598,1123490.0,TX,-95.145287,501 EL DORADO BLVD,,3446990.34836433,Ste 2,WEBSTER,El Dorado Food Mart,29.559015,-10591524.9002199,222325,,HARRIS
Grocery Store,4801,77015,1530325.0,TX,-95.21447,953 FEDERAL RD,,3474337.15295008,,HOUSTON,Tienda Rio Lempa #1 1,29.772476,-10599226.3165514,222413,,HARRIS
Convenience Store,4503,77066,1529963.0,TX,-95.499176,12311 BAMMEL NORTH HOUSTON RD,,3498064.13540927,Ste A,HOUSTON,Kroozin Bammel,29.957314,-10630919.6434972,222545,,HARRIS
Specialty Store,4651,77063,1530359.0,TX,-95.503937,7705 WESTHEIMER RD,,3469810.67979094,,HOUSTON,Moussa Butcher Shop & Grill,29.737175,-10631449.6355929,222552,,HARRIS
Discount Retail,1317,77084,1530229.0,TX,-95.646965,6745 HIGHWAY 6 N,,3487406.471574,,HOUSTON,Dollar General 24798,29.874331,-10647371.4397221,222712,,HARRIS
Convenience Store,3303,77076,1529720.0,TX,-95.391266,6205 NORDLING RD,,3484948.77424413,,HOUSTON,Union Food Store,29.855185,-10618907.1572457,222737,,HARRIS
Convenience Store,2102,77037,1529732.0,TX,-95.408119,540 W GULF BANK RD,,3489310.85024711,,HOUSTON,Swift Sweetwater,29.889164,-10620783.224624,222747,,HARRIS
Grocery Store,6058,77074,1530494.0,TX,-95.504074,6905 BISSONNET ST,,3463608.71265648,Ste A,HOUSTON,Amigo Food Mart #3,29.688787,-10631464.8863631,222896,,HARRIS
Convenience Store,4304,77045,1530520.0,TX,-95.43837,4101 W OREM DR,,3455752.8781454,,HOUSTON,Starmart Foodstore,29.627462,-10624150.75054,222957,,HARRIS
Convenience Store,4408,77016,1529876.0,TX,-95.299599,7202 TIDWELL RD,,3484046.35055644,,HOUSTON,Swipe For Fuel,29.848154,-10608702.8334832,222970,,HARRIS
Convenience Store,6838,77077,990196.0,TX,-95.5765,11302 WESTHEIMER RD,,3469762.21933929,,HOUSTON,Star Stop 23,29.736797,-10639527.3118033,223059,,HARRIS
Other,3504,77077,1236957.0,TX,-95.624557,13314 WESTHEIMER RD,,3469656.19671291,,HOUSTON,Vishala Grocery 3,29.73597,-10644876.9925724,223105,,HARRIS
Convenience Store,4466,77336,1069873.0,TX,-95.105286,11403 FM 1960 RD,,3506167.32878765,,HUFFMAN,Fuel Maxx 4,30.020361,-10587072.0092687,223140,,HARRIS
Convenience Store,5710,77083,1307329.0,TX,-95.643013,8559 HIGHWAY 6 S,,3463217.24870563,,HOUSTON,Now & Forever Laterna,29.685732,-10646931.5050944,223197,,HARRIS
Convenience Store,2728,77006,1248410.0,TX,-95.391884,2501 MONTROSE BLVD,,3471105.46197691,,HOUSTON,Sunny's Hollywood Food & Cigar,29.747274,-10618975.952691,223327,,HARRIS
Convenience Store,3801,77060,1292411.0,TX,-95.402397,195 ALDINE BENDER RD,,3494789.20419699,,HOUSTON,Aldine Food Store,29.931822,-10620146.2544977,223377,,HARRIS
Super Store,3804,77039,824870.0,TX,-95.313103,5230 ALDINE MAIL RD,,3491066.93513807,,HOUSTON,Food City,29.90284,-10610206.0918868,223435,,HARRIS
Grocery Store,5104,77081,1252938.0,TX,-95.485245,5920 DASHWOOD DR,,3465991.19720862,,HOUSTON,Renwick Food Market,29.707378,-10629368.851671,223544,,HARRIS
Convenience Store,3011,77038,1308037.0,TX,-95.426331,1315 BLUE BELL RD,,3491250.82693439,,HOUSTON,Max Food Mart,29.904272,-10622810.5751904,223547,,HARRIS
Convenience Store,1299,77047,1131523.0,TX,-95.356003,11022 CULLEN BLVD,,3457301.12038669,,HOUSTON,All Star Corner Store,29.639551,-10614981.6980419,223586,,HARRIS
Convenience Store,4019,77062,1268577.0,TX,-95.134949,903 EL DORADO BLVD,,3447897.72856852,,HOUSTON,Snack Zone,29.566105,-10590374.0793241,223688,,HARRIS
Supermarket,2830,77080,840532.0,TX,-95.52346,3107 BLALOCK RD,,3480781.1627258,,HOUSTON,EL AHORRO SUPERMARKET 4,29.82271,-10633622.9260116,223699,,HARRIS
Grocery Store,2514,77099,1579025.0,TX,-95.587852,9710 S KIRKWOOD RD,,3461605.00393926,,HOUSTON,Ibom Mart LLC ,29.673149,-10640791.0106628,223802,,HARRIS
Convenience Store,6808,77081,1301656.0,TX,-95.488899,6106 BISSONNET ST,,3464669.76153614,,HOUSTON,Tortilleria San Luis 4 Inc,29.697067,-10629775.6130903,223867,,HARRIS
Supermarket,2817,77021,1538217.0,TX,-95.347816,4519 GRIGGS RD,,3465319.24860787,,HOUSTON,Gordon Restaurant Market MP217,29.702135,-10614070.3253707,223917,,HARRIS
Convenience Store,6513,77020,1564710.0,TX,-95.317764,5320 EAST FWY,,3474498.36126622,,HOUSTON,Lockwood Food Mart,29.773733,-10610724.9520334,224098,,HARRIS
Convenience Store,3138,77016,1561207.0,TX,-95.308006,5610 LANGLEY RD,,3486405.15907565,,HOUSTON,Neighborhood Food Store,29.866531,-10609638.6964423,224099,,HARRIS
Other,6348,77070,1565943.0,TX,-95.584038,10900 CYPRESS CREEK PKWY,,3495194.60677631,Ste A,HOUSTON,La Michoacana Supermarket #25,29.934978,-10640366.4381249,224100,,HARRIS
Convenience Store,3856,77338,1292829.0,TX,-95.26329,301 1ST ST E,,3503461.27928609,,HUMBLE,Speedy Express 35,29.999311,-10604660.9340919,224101,,HARRIS
Convenience Store,1918,77026,990204.0,TX,-95.317261,5505 LOCKWOOD DR,,3479174.79629924,,HOUSTON,Star Stop 25,29.81019,-10610668.9583296,224417,,HARRIS
Convenience Store,4313,77099,1582206.0,TX,-95.570198,11200 S WILCREST DR,,3459815.92133497,,HOUSTON,Big Mart #15,29.659184,-10638825.7763723,224533,,HARRIS
Convenience Store,4846,77396,1564885.0,TX,-95.212173,11863 N SAM HOUSTON PKWY E,,3495240.72277651,,HUMBLE,Star Stop 97,29.935337,-10598970.6156811,224645,,HARRIS
Convenience Store,2467,77036,797697.0,TX,-95.548676,5860 RANCHESTER DR,,3466892.09656573,Ste 625,HOUSTON,YOUNG STORE,29.714407,-10636429.9582915,225002,,HARRIS
Convenience Store,1815,77037,1531795.0,TX,-95.382301,801 ALDINE MAIL ROUTE RD,,3491023.53089573,,HOUSTON,Check Fuel #4,29.902502,-10617909.1780107,225098,,HARRIS
Grocery Store,1425,77099,1531867.0,TX,-95.588081,11913 BISSONNET ST,,3461698.66057606,,HOUSTON,Royal Halal Meat Supper Market,29.67388,-10640816.5028262,225124,,HARRIS
Grocery Store,2208,77014,1530819.0,TX,-95.483231,12403 VETERANS MEMORIAL DR,,3499298.55474149,Ste 2,HOUSTON,Fyza Food And Halal Meat,29.966921,-10629144.6542165,225152,,HARRIS
Convenience Store,4651,77039,1531037.0,TX,-95.336807,3635 ALDINE MAIL ROUTE RD,,3491082.08813309,Ste B,HOUSTON,King Express,29.902958,-10612844.8090966,225154,,HARRIS
Convenience Store,    ,77571,1260432.0,TX,-95.018471,3124 OLD HWY 146,,3455634.03655646,,LA PORTE,Jack's Supermart,29.626534,-10577407.8076754,225417,,HARRIS
Grocery Store,5357,77020,1531298.0,TX,-95.300323,6930 LYONS AVE,,3474831.04417164,,HOUSTON,Wadani Garifuna Store & Products,29.776327,-10608783.4287945,225434,,HARRIS
Convenience Store,3143,77076,883996.0,TX,-95.396652,128 E PARKER RD,,3485512.00303544,,HOUSTON,Skywood Food Market,29.859573,-10619506.7240231,225436,,HARRIS
Convenience Store,2331,77083,1282793.0,TX,-95.666573,15831 BELLAIRE BLVD,,3465094.33372867,,HOUSTON,Teloloapan Meat Market 10 Inc. 10,29.70038,-10649554.1922975,225546,,HARRIS
Discount Retail,4306,77090,1531090.0,TX,-95.4468,16620 ELLA BLVD,,3504740.44281043,,HOUSTON,Dollar General 22621,30.009262,-10625089.1738474,225602,,HARRIS
Convenience Store,6002,77041,1532004.0,TX,-95.544846,5700 GESSNER RD,,3484340.39174403,,HOUSTON,Sd All Season Food Store,29.850445,-10636003.6046417,225632,,HARRIS
Convenience Store,4772,77066,1075948.0,TX,-95.498161,12010 BAMMEL NORTH HOUSTON RD,,3497476.71345823,Ste A,HOUSTON,Super Food Store,29.952742,-10630806.6542141,225703,,HARRIS
Convenience Store,2933,77026,1532103.0,TX,-95.316315,4400 LOCKWOOD DR,,3477965.53523595,,HOUSTON,Lockwood Grocery,29.800764,-10610563.6500913,225875,,HARRIS
Supermarket,5817,77057,993763.0,TX,-95.501373,3012 HILLCROFT ST,,3469252.4982442,,HOUSTON,Lmmm Houston 31,29.732821,-10631164.2124185,225968,,HARRIS
Convenience Store,6506,77047,1282300.0,TX,-95.372169,3405 S SAM HOUSTON PKWY E,,3452014.88668206,,HOUSTON,24 Seven 28,29.598269,-10616781.28893,226023,,HARRIS
Convenience Store,2658,77546,1578086.0,TX,-95.163376,2525 W BAY AREA BLVD,,3443295.83109129,Ste K,FRIENDSWOOD,Andy's Food Store 7,29.530142,-10593538.5584888,226284,,HARRIS
Super Store,1201,77061,953657.0,TX,-95.277046,8201 BROADWAY ST,,3461792.44601634,,HOUSTON,El Ahorro Supermarket with Save A Lot #17,29.674612,-10606192.2450073,226390,,HARRIS
Grocery Store,1556,77071,1311168.0,TX,-95.521988,8103 CREEKBEND DR,,3460618.51163308,Ste I,HOUSTON,Veritas African Food Store,29.665449,-10633459.0637212,226444,,HARRIS
Super Store,4502,77036,1031834.0,TX,-95.54641,9280 BELLAIRE BLVD,,3465691.29592104,,HOUSTON,Jusgo Supermarket,29.705038,-10636177.7083253,226514,,HARRIS
Convenience Store,2611,77049,1001724.0,TX,-95.210587,7330 S LAKE HOUSTON PKWY,,3481972.85221579,,HOUSTON,Star Stop 17,29.831997,-10598794.0629687,226530,,HARRIS
Convenience Store,5050,77017,1115261.0,TX,-95.261154,8615 WINKLER DR,,3461335.18438404,,HOUSTON,La Latinos Food Mart,29.671043,-10604423.1556596,226558,,HARRIS
Convenience Store,1148,77047,1067872.0,TX,-95.356133,10600 CULLEN BLVD,,3457897.97776347,,HOUSTON,New Era Food Mart,29.644211,-10614996.1695757,226611,,HARRIS
Convenience Store,2044,77022,1216679.0,TX,-95.376755,101 TIDWELL RD,,3483727.41783003,Ste A,HOUSTON,Tidwell Food Store,29.845669,-10617291.8001148,226614,,HARRIS
Convenience Store,1895,77075,1176079.0,TX,-95.246346,9220 CLEARWOOD DR,,3456888.58768721,,HOUSTON,All In One Food Mart,29.63633,-10602774.73664,226687,,HARRIS
Convenience Store,4641,77016,1183415.0,TX,-95.316879,5101 TIDWELL RD,,3484092.68309367,Ste 200,HOUSTON,V Stop 4,29.848515,-10610626.4342841,226859,,HARRIS
Convenience Store,2318,77075,1185189.0,TX,-95.247887,9418 ALMEDA GENOA RD,,3455704.34249354,,HOUSTON,Quick Stop,29.627083,-10602946.2799753,226953,,HARRIS
Grocery Store,1601,77028,1172992.0,TX,-95.261681,8908 MESA DR,,3483356.51611019,,HOUSTON,La Michoacana Meat Market 66,29.842779,-10604481.8210313,227027,,HARRIS
Convenience Store,5857,77060,1096538.0,TX,-95.385956,14316 SELLERS RD,,3491658.68577015,Ste A,HOUSTON,Judy Food Store 01,29.907448,-10618316.0507496,227060,,HARRIS
Convenience Store,2107,77037,1121793.0,TX,-95.405159,9002 CHESWICK DR,,3489283.37320847,,HOUSTON,K-Stop Food Store,29.88895,-10620453.7189313,227108,,HARRIS
Convenience Store,3515,77396,1532448.0,TX,-95.226929,2920 ATASCOCITA RD,,3500155.40726032,,HUMBLE,Buddy's #9,29.973589,-10600613.2460872,227197,,HARRIS
Convenience Store,6413,77088,1225957.0,TX,-95.487877,8398 N HOUSTON ROSSLYN RD,,3486531.98766198,,HOUSTON,Speedy Express Food Mart,29.867519,-10629661.8445707,227306,,HARRIS
Specialty Store,2071,77038,1196707.0,TX,-95.446953,10176 VETERANS MEMORIAL DR,,3493375.14862137,Ste A,HOUSTON,Pandoro Bakery,29.920813,-10625106.2057295,227312,,HARRIS
Convenience Store,5979,77089,1532244.0,TX,-95.24498,9700 RIVERSTONE RANCH RD,,3450217.53280785,Ste A,HOUSTON,Pak's Food Store,29.584229,-10602622.6742155,227402,,HARRIS
Convenience Store,4734,77065,1244589.0,TX,-95.591423,11415 WEST RD,,3491668.95946037,,HOUSTON,West Rd Chevro,29.907528,-10641188.5325644,227412,,HARRIS
Convenience Store,5516,77020,1532501.0,TX,-95.294472,803 HARBOR ST,,3474586.2123141,,HOUSTON,Harbor Food Store,29.774418,-10608132.0984539,227507,,HARRIS
Convenience Store,    ,77073,1245351.0,TX,-95.418861,125 REMINGTON VALLEY DR,,3500118.65445721,,HOUSTON,Ashley's,29.973303,-10621979.0185942,227560,,HARRIS
Convenience Store,1586,77026,1308590.0,TX,-95.331436,4003 KELLEY ST,,3479602.28567625,Ste A,HOUSTON,Friendly Tommy Grocery,29.813522,-10612246.9121115,227630,,HARRIS
Grocery Store,    ,77090,1299000.0,TX,-95.443398,921 CYPRESS CREEK PKWY,,3505593.2897781,Ste 100,HOUSTON,Cindy's All African Food Market,30.015896,-10624710.4649397,227660,,HARRIS
Convenience Store,4804,77081,1560123.0,TX,-95.493576,6750 HILLCROFT ST,,3465795.74792684,,HOUSTON,Brake Time,29.705853,-10630296.2543488,227695,,HARRIS
Grocery Store,6203,77081,1566471.0,TX,-95.492455,7313 HILLCROFT ST,,3464903.51159341,,HOUSTON,Nuestra Tienda Latina,29.698891,-10630171.4651996,227710,,HARRIS
Convenience Store,1012,77071,1123061.0,TX,-95.52829,10096 S GESSNER RD,,3461171.45048565,,HOUSTON,Metro Food 2,29.669765,-10634160.5991522,227753,,HARRIS
Grocery Store,1506,77015,1265163.0,TX,-95.182877,188 UVALDE RD,,3477667.53518457,,HOUSTON,Tienda Santa Rosa,29.798441,-10595709.3998788,227772,,HARRIS
Convenience Store,5906,77057,1532572.0,TX,-95.495697,6316 RICHMOND AVE,,3469131.35271603,,HOUSTON,Nimer Nuts Llc,29.731876,-10630532.3629887,227777,,HARRIS
Grocery Store,    ,77045,1532367.0,TX,-95.464149,14023 S POST OAK,,3455207.21474585,Suit A,HOUSTON,Estrellas Bakery,29.623201,-10627020.4556932,227800,,HARRIS
Convenience Store,3810,77587,1532415.0,TX,-95.215782,1202 SPENCER HWY,,3460485.14879298,,SOUTH HOUSTON,7-Eleven 41725H,29.664408,-10599372.3677233,227937,,HARRIS
Super Store,5711,77021,1199091.0,TX,-95.364151,7125 SCOTT ST,,3463402.53588788,,HOUSTON,Pyburns Farm Fresh Foods,29.687178,-10615888.7292529,228015,,HARRIS
Convenience Store,6000,77092,1050900.0,TX,-95.483345,11650 HEMPSTEAD RD,,3480238.79910679,,HOUSTON,Hempstead food Mart,29.818483,-10629157.3446385,228034,,HARRIS
Super Store,1746,77450,846688.0,TX,-95.749146,333B S MASON RD,,3475431.15205317,,KATY,Fiesta Mart 66,29.781006,-10658746.1766108,228082,,HARRIS
Convenience Store,1551,77521,1242624.0,TX,-95.016235,4612 W CEDAR BAYOU LYNCHBURG RD,,3475876.34530721,,BAYTOWN,Duckees Food Mart,29.784477,-10577158.897294,228117,,HARRIS
Specialty Store,6402,77083,1280814.0,TX,-95.616928,13227 OLD RICHMOND RD,,3461886.23213936,,HOUSTON,Tai Hung Farm,29.675344,-10644027.7361771,228169,,HARRIS
Other,6229,77450,1237385.0,TX,-95.751282,2133 S MASON RD,,3471242.52497716,,KATY,Keemat 4,29.748343,-10658983.9550431,228210,,HARRIS
Convenience Store,4510,77070,1532673.0,TX,-95.571449,10210 GRANT RD,,3499422.55578399,,HOUSTON,Grant Express,29.967886,-10638965.0370553,228227,,HARRIS
Convenience Store,4202,77055,1532704.0,TX,-95.5252,9414 LONG POINT RD,,3477659.45348876,,HOUSTON,Migente 1 Plus Store,29.798378,-10633816.6219256,228441,,HARRIS
Convenience Store,5430,77063,1533018.0,TX,-95.528854,9430 WESTPARK DR,,3467724.09706404,,HOUSTON,La Petite Market,29.720898,-10634223.383345,228489,,HARRIS
Convenience Store,4351,77562,1533046.0,TX,-95.032738,7914 THOMPSON RD,,3479276.92031762,,HIGHLANDS,Snappy Mart #2,29.810986,-10578996.0028506,228627,,HARRIS
Grocery Store,1106,77055,1533328.0,TX,-95.501205,2309 BINGLE RD,,3479857.34914857,,HOUSTON,Casa Del Pueblo Meat Market #8,29.81551,-10631145.510744,228673,,HARRIS
Convenience Store,3208,77004,1259485.0,TX,-95.358597,3033 ELGIN ST,,3469015.72069434,,HOUSTON,Woodbridge Mini Market,29.730974,-10615270.460801,228677,,HARRIS
Convenience Store,2936,77075,1533393.0,TX,-95.291504,7401 ALMEDA GENOA RD,,3454938.80958094,,HOUSTON,E Z Day Grocery,29.621105,-10607801.7022052,228818,,HARRIS
Convenience Store,4803,77082,1532887.0,TX,-95.625107,13629 ALIEF CLODINE RD,,3466573.33324535,,HOUSTON,Now & Forever Eldridge,29.71192,-10644938.2182923,228968,,HARRIS
Super Store,3001,77078,1305389.0,TX,-95.262482,9541 MESA DR,,3484394.68293253,,HOUSTON,Farmer's Fresh Meat 1,29.850868,-10604570.9879434,229019,,HARRIS
Convenience Store,4639,77089,1156461.0,TX,-95.21611,11402 HUGHES RD,,3452039.46761409,,HOUSTON,Corner Stop,29.598461,-10599408.8805163,229260,,HARRIS
Grocery Store,1521,77003,1132579.0,TX,-95.345306,2440 CANAL ST,,3472376.52414685,,HOUSTON,La Familia Meat Market,29.757187,-10613790.9134489,229343,,HARRIS
Convenience Store,3408,77017,1216924.0,TX,-95.242058,634 ALLEN GENOA RD,,3465215.18493881,,HOUSTON,Smart Stop 2,29.701323,-10602297.3986634,229376,,HARRIS
Convenience Store,1116,77037,1647472.0,TX,-95.405991,11228 AIRLINE DR,,3493169.77740892,,HOUSTON,Variedades La Oriental,29.919214,-10620546.3367476,229740,,HARRIS
Convenience Store,6257,77092,1573086.0,TX,-95.473892,11603 NORTHWEST FWY,,3480860.71645108,,HOUSTON,Star Stop 118,29.82333,-10628105.041492,229783,,HARRIS
Convenience Store,5603,77077,1597694.0,TX,-95.614517,12913 WESTHEIMER RD,,3469571.8407616,,HOUSTON,Los Reyes De Cuba,29.735312,-10643759.3448848,229786,,HARRIS
Convenience Store,1102,77055,1573095.0,TX,-95.497841,8430 HAMMERLY BLVD,,3479288.33875713,,HOUSTON,Star Stop 124,29.811075,-10630771.031977,229823,,HARRIS
Convenience Store,4203,77082,1573094.0,TX,-95.643211,3535 HIGHWAY 6 S,,3467487.8603639,,HOUSTON,Star Stop 125,29.719055,-10646953.5463536,229829,,HARRIS
Convenience Store,4928,77092,1573079.0,TX,-95.48291,12110 NORTHWEST FWY,,3482174.3224583,,HOUSTON,Star Stop 116,29.833567,-10629108.92066,229854,,HARRIS
Grocery Store,5800,77084,1027199.0,TX,-95.719002,2002 FRY RD,,3477375.57111714,,HOUSTON,New Katy Halal Meat And Grocries,29.796165,-10655390.5618803,229891,,HARRIS
Convenience Store,4814,77076,1302443.0,TX,-95.390419,603 E WITCHER LN,,3484345.52565272,,HOUSTON,A J Mart,29.850485,-10618812.869637,229938,,HARRIS
Convenience Store,1414,77055,1282532.0,TX,-95.500099,8532 HAMMERLY BLVD,,3479279.74285228,,HOUSTON,Metro Food Mart 2,29.811008,-10631022.3913872,230164,,HARRIS
Convenience Store,8907,77375,1646567.0,TX,-95.563271,9210 FM 2920 RD,,3513948.14003675,,TOMBALL,Valero Food Mart,30.080862,-10638054.6662596,230196,,HARRIS
Convenience Store,4057,77587,1055431.0,TX,-95.236908,1220 HOUSTON BLVD,,3460412.7670416,,SOUTH HOUSTON,Coco Loco Tropical,29.663843,-10601724.1032858,230277,,HARRIS
Convenience Store,1106,77012,1533647.0,TX,-95.28756,912 1/2 76TH ST,,3469901.44747748,,HOUSTON,Whosnexz,29.737883,-10607362.6581335,230310,,HARRIS
